subject_id,cluster
sub-29516,2
sub-28935,0
sub-28810,1
sub-29482,0
sub-29561,1
sub-28718,1
sub-28677,1
sub-30021,2
sub-28924,2
sub-0050648,1
sub-29864,2
sub-0051206,2
sub-29344,1
sub-28930,1
sub-29274,1
sub-0050524,1
sub-29657,1
sub-29375,1
sub-29192,2
sub-29479,2
sub-0050696,2
sub-0050606,2
sub-0050124,2
sub-28897,0
sub-30148,1
sub-28789,0
sub-0051003,1
sub-0050987,2
sub-29416,0
sub-29624,0
sub-28962,2
sub-28675,0
sub-29196,0
sub-29212,1
sub-29796,2
sub-0051578,2
sub-28964,1
sub-0050604,0
sub-29105,0
sub-29603,2
sub-0050488,2
sub-0050284,1
sub-0050237,2
sub-0051023,0
sub-0050404,0
sub-0050697,0
sub-29398,0
sub-0051016,0
sub-0051329,1
sub-28869,1
sub-0051225,2
sub-28927,1
sub-28859,0
sub-0050012,2
sub-0050234,2
sub-29187,1
sub-0051208,0
sub-0050276,0
sub-29875,1
sub-0050397,2
sub-29200,0
sub-0050325,1
sub-29202,1
sub-0050497,0
sub-28695,0
sub-0050245,2
sub-0051009,1
sub-0051006,2
sub-0050406,2
sub-0051021,2
sub-0051323,2
sub-29873,1
sub-29060,0
sub-0051577,0
sub-28906,0
sub-0050982,1
sub-0050985,1
sub-29498,2
sub-30018,1
sub-28811,0
sub-0050962,2
sub-0050608,0
sub-29619,1
sub-0050477,0
sub-29221,0
sub-0050654,2
sub-0050149,1
sub-0050184,1
sub-28860,1
sub-29277,2
sub-0050612,0
sub-0050274,2
sub-29106,2
sub-28942,0
sub-0051221,1
sub-29885,1
sub-28952,2
sub-29376,1
sub-0051321,0
sub-0050236,0
sub-0050486,1
sub-0050251,2
sub-0050702,1
sub-0050752,2
sub-28694,2
sub-0051473,0
sub-0050490,1
sub-0050649,0
sub-29289,2
sub-0051177,0
sub-0050969,0
sub-29606,2
sub-29795,2
sub-29179,2
sub-0050989,2
sub-0050494,1
sub-0051236,0
sub-29662,0
sub-28840,0
sub-0050239,0
sub-0050290,1
sub-0050492,0
sub-29659,2
sub-29676,1
sub-29029,1
sub-0050015,0
sub-0051294,0
sub-0050144,2
sub-29731,1
sub-29866,1
sub-28896,2
sub-0050614,1
sub-29522,2
sub-28907,1
sub-0051319,1
sub-0051291,2
sub-0051220,1
sub-29392,0
sub-0050302,1
sub-0050757,1
sub-29107,1
sub-28901,0
sub-28875,1
sub-0051465,1
sub-0050755,0
sub-0051584,2
sub-29502,1
sub-28872,0
sub-29195,0
sub-29053,0
sub-29282,1
sub-0050693,0
sub-28995,1
sub-28987,2
sub-0050626,1
sub-28940,1
sub-28988,0
sub-0050798,1
sub-28688,1
sub-29207,0
sub-0050520,2
sub-0050958,2
sub-0051035,1
sub-29182,2
sub-0050183,0
sub-29678,2
sub-28879,1
sub-0050134,0
sub-29404,0
sub-0050143,1
sub-0050519,2
sub-0050972,1
sub-29629,0
sub-0050243,0
sub-0051024,2
sub-28966,2
sub-28876,0
sub-0050968,1
sub-29883,1
sub-28853,2
sub-28857,0
sub-29290,1
sub-29575,1
sub-0050966,2
sub-29633,1
sub-0051217,2
sub-0050240,0
sub-29191,1
sub-0050315,2
sub-0051215,2
sub-0050642,2
sub-0050016,0
sub-28997,1
sub-0051572,2
sub-29495,0
sub-29178,0
sub-29177,0
sub-0050619,2
sub-0051029,1
sub-0050298,0
sub-30028,2
sub-29112,2
sub-29510,1
sub-0050749,0
sub-0051168,0
sub-29800,0
sub-0050624,0
sub-28686,2
sub-0051224,0
sub-28884,0
sub-29223,1
sub-28899,1
sub-29613,2
sub-28696,2
sub-0050318,1
sub-28926,0
sub-0050188,0
sub-0050613,1
sub-0050499,1
sub-0050182,2
sub-29186,2
sub-30013,0
sub-0050523,0
sub-29867,0
sub-0050501,2
sub-28805,0
sub-29669,0
sub-0051020,2
sub-29041,2
sub-29511,0
sub-0050967,1
sub-0050294,2
sub-0051230,2
sub-0051163,1
sub-29623,0
sub-0050644,2
sub-29730,2
sub-29193,2
sub-29189,2
sub-28967,0
sub-29293,0
sub-0050007,2
sub-29220,2
sub-0051169,1
sub-29665,2
sub-29052,2
sub-29888,1
sub-0051354,2
sub-30017,1
sub-29288,0
sub-0050799,0
sub-29541,0
sub-29506,1
sub-0050957,2
sub-28831,1
sub-0051579,1
sub-28809,0
sub-29430,1
sub-0050255,2
sub-0050491,2
sub-29458,2
sub-28949,2
sub-29008,2
sub-29275,2
sub-0050622,1
sub-29114,1
sub-29116,2
sub-0051222,0
sub-0051322,1
sub-29070,0
sub-0051008,0
sub-28796,1
sub-30156,0
sub-0050132,2
sub-0050233,0
sub-29555,0
sub-29507,2
sub-29046,2
sub-29568,1
sub-29204,1
sub-0050146,1
sub-28820,1
sub-29286,1
sub-29509,0
sub-0050530,1
sub-0051001,2
sub-0051218,2
sub-29276,1
sub-0050275,2
sub-28676,0
sub-0051331,1
sub-28986,2
sub-29634,2
sub-29661,1
sub-29547,1
sub-28982,1
sub-28791,0
sub-28885,1
sub-0050410,1
sub-30001,0
sub-29104,0
sub-0051179,2
sub-28957,1
sub-28931,2
sub-28680,1
sub-0050961,0
sub-0051018,1
sub-0051300,0
sub-29732,2
sub-0051002,2
sub-29878,2
sub-28795,2
sub-29058,0
sub-0050504,2
sub-0050959,0
sub-29679,0
sub-0051027,0
sub-29185,0
sub-29198,0
sub-0050023,0
sub-0050127,2
sub-28903,0
sub-0050823,1
sub-0050487,0
sub-0050745,2
sub-0050956,0
sub-0050603,1
sub-29584,2
sub-28784,2
sub-0050514,2
sub-0050509,1
sub-0050482,2
sub-0050973,0
sub-29206,0
sub-0050711,0
sub-29113,0
sub-0051205,2
sub-0050407,0
sub-0050970,1
sub-29675,1
sub-0050190,0
sub-0051330,1
sub-29411,1
sub-0050695,2
sub-29544,0
sub-0050507,1
sub-0050995,2
sub-29205,0
sub-29210,2
sub-0050295,2
sub-28752,1
sub-0050189,1
sub-28808,0
sub-0050402,2
sub-0051000,2
sub-29184,0
sub-29284,2
sub-29199,0
sub-0050979,2
sub-29559,1
sub-29876,0
sub-0050964,0
sub-28684,0
sub-29057,2
sub-28685,1
sub-28909,1
sub-0050628,1
sub-0051574,0
sub-29671,1
sub-0051326,2
sub-0050005,0
sub-28799,0
sub-0050300,2
sub-28998,2
sub-28866,1
sub-0050705,2
sub-0050620,0
sub-0051297,2
sub-0050503,2
sub-0051010,2
sub-0051349,0
sub-0050321,2
sub-30010,0
sub-0050977,2
sub-29562,0
sub-29868,1
sub-29874,1
sub-0050700,2
sub-28939,2
sub-0051235,2
sub-0050147,2
sub-0050405,0
sub-0050022,0
sub-28968,1
sub-29201,0
sub-0050310,2
sub-29181,0
sub-0051028,2
sub-29224,2
sub-0050625,2
sub-0050293,1
sub-29408,1
sub-29798,1
sub-29572,1
sub-29668,2
sub-0050990,0
