subject_id,cluster
sub-0050119,0
sub-29064,0
sub-0050013,0
sub-28938,1
sub-0050287,1
sub-29285,0
sub-0050515,0
sub-29500,1
sub-0051015,0
sub-0051351,0
sub-29055,1
sub-0050689,1
sub-28972,1
sub-0050493,1
sub-28937,0
sub-0051007,0
sub-29434,0
sub-28691,0
sub-0050993,1
sub-0051162,1
sub-0050121,1
sub-30026,0
sub-0050187,0
sub-0050250,0
sub-29595,0
sub-0050532,0
sub-29497,1
sub-0050754,0
sub-0051583,0
sub-0050528,0
sub-0051170,0
sub-0050006,0
sub-29628,0
sub-29222,1
sub-28861,1
sub-28871,1
sub-0050152,1
sub-0050994,0
sub-29197,1
sub-0050131,0
sub-29115,1
sub-29677,1
sub-0050319,0
sub-0050324,0
sub-0050708,0
sub-29415,0
sub-28920,0
sub-0050694,0
sub-0051237,1
sub-0050320,0
sub-0051204,0
sub-0050485,0
sub-0050252,1
sub-28690,1
sub-0050025,0
sub-28908,1
sub-28887,0
sub-29515,0
sub-0050623,0
sub-0051241,1
sub-0051033,0
sub-29194,1
sub-29188,1
sub-0050272,1
sub-29389,1
sub-0050621,0
sub-28936,0
sub-0050803,1
sub-29516,1
sub-28935,1
sub-28810,0
sub-29482,1
sub-29561,0
sub-28718,0
sub-28677,0
sub-30021,1
sub-28924,1
sub-0050648,0
sub-29864,1
sub-0051206,0
sub-29344,0
sub-28930,0
sub-29274,0
sub-0050524,0
sub-29657,0
sub-29375,0
sub-29192,0
sub-29479,1
sub-0050696,1
sub-0050606,0
sub-0050124,1
sub-28897,1
sub-30148,0
sub-28789,1
sub-0051003,0
sub-0050987,0
sub-29416,1
sub-29624,1
sub-28962,0
sub-28675,1
sub-29196,1
sub-29212,0
sub-29796,1
sub-0051578,1
sub-28964,0
sub-0050604,1
sub-29105,1
sub-29603,0
sub-0050488,1
sub-0050284,0
sub-0050237,0
sub-0051023,1
sub-0050404,1
sub-0050697,1
sub-29398,1
sub-0051016,1
sub-0051329,0
sub-28869,0
sub-0051225,1
sub-28927,0
sub-28859,1
sub-0050012,1
sub-0050234,0
sub-29187,0
sub-0051208,1
sub-0050276,1
sub-29875,0
sub-0050397,0
sub-29200,1
sub-0050325,0
sub-29202,0
sub-0050497,1
sub-28695,1
sub-0050245,0
sub-0051009,0
sub-0051006,0
sub-0050406,0
sub-0051021,1
sub-0051323,0
sub-29873,0
sub-29060,1
sub-0051577,1
sub-28906,1
sub-0050982,0
sub-0050985,0
sub-29498,0
sub-30018,0
sub-28811,1
sub-0050962,0
sub-0050608,1
sub-29619,0
sub-0050477,1
sub-29221,1
sub-0050654,1
sub-0050149,0
sub-0050184,0
sub-28860,0
sub-29277,0
sub-0050612,1
sub-0050274,1
sub-29106,1
sub-28942,1
sub-0051221,0
sub-29885,0
sub-28952,0
sub-29376,0
sub-0051321,1
sub-0050236,1
sub-0050486,0
sub-0050251,1
sub-0050702,0
sub-0050752,0
sub-28694,1
sub-0051473,1
sub-0050490,0
sub-0050649,1
sub-29289,0
sub-0051177,1
sub-0050969,1
sub-29606,1
sub-29795,1
sub-29179,1
sub-0050989,1
sub-0050494,0
sub-0051236,1
sub-29662,1
sub-28840,1
sub-0050239,1
sub-0050290,0
sub-0050492,1
sub-29659,0
sub-29676,0
sub-29029,0
sub-0050015,1
sub-0051294,1
sub-0050144,0
sub-29731,0
sub-29866,0
sub-28896,0
sub-0050614,0
sub-29522,1
sub-28907,0
sub-0051319,0
sub-0051291,0
sub-0051220,0
sub-29392,1
sub-0050302,0
sub-0050757,0
sub-29107,0
sub-28901,1
sub-28875,0
sub-0051465,0
sub-0050755,1
sub-0051584,1
sub-29502,0
sub-28872,1
sub-29195,1
sub-29053,1
sub-29282,0
sub-0050693,1
sub-28995,0
sub-28987,0
sub-0050626,0
sub-28940,0
sub-28988,1
sub-0050798,0
sub-28688,0
sub-29207,1
sub-0050520,1
sub-0050958,0
sub-0051035,0
sub-29182,0
sub-0050183,1
sub-29678,0
sub-28879,0
sub-0050134,1
sub-29404,1
sub-0050143,0
sub-0050519,0
sub-0050972,0
sub-29629,1
sub-0050243,1
sub-0051024,0
sub-28966,0
sub-28876,1
sub-0050968,0
sub-29883,0
sub-28853,0
sub-28857,1
sub-29290,0
sub-29575,0
sub-0050966,0
sub-29633,0
sub-0051217,1
sub-0050240,1
sub-29191,0
sub-0050315,1
sub-0051215,1
sub-0050642,0
sub-0050016,1
sub-28997,0
sub-0051572,0
sub-29495,1
sub-29178,1
sub-29177,1
sub-0050619,0
sub-0051029,0
sub-0050298,1
sub-30028,0
sub-29112,0
sub-29510,0
sub-0050749,1
sub-0051168,1
sub-29800,1
sub-0050624,1
sub-28686,0
sub-0051224,1
sub-28884,1
sub-29223,0
sub-28899,0
sub-29613,1
sub-28696,0
sub-0050318,0
sub-28926,1
sub-0050188,1
sub-0050613,0
sub-0050499,0
sub-0050182,0
sub-29186,1
sub-30013,1
sub-0050523,1
sub-29867,1
sub-0050501,0
sub-28805,1
sub-29669,1
sub-0051020,1
sub-29041,1
sub-29511,1
sub-0050967,0
sub-0050294,1
sub-0051230,0
sub-0051163,0
sub-29623,1
sub-0050644,1
sub-29730,1
sub-29193,1
sub-29189,1
sub-28967,1
sub-29293,1
sub-0050007,0
sub-29220,1
sub-0051169,0
sub-29665,0
sub-29052,0
sub-29888,0
sub-0051354,0
sub-30017,0
sub-29288,1
sub-0050799,1
sub-29541,1
sub-29506,0
sub-0050957,0
sub-28831,0
sub-0051579,0
sub-28809,1
sub-29430,0
sub-0050255,1
sub-0050491,0
sub-29458,1
sub-28949,1
sub-29008,0
sub-29275,0
sub-0050622,0
sub-29114,0
sub-29116,1
sub-0051222,1
sub-0051322,0
sub-29070,1
sub-0051008,1
sub-28796,1
sub-30156,1
sub-0050132,0
sub-0050233,1
sub-29555,1
sub-29507,0
sub-29046,0
sub-29568,0
sub-29204,0
sub-0050146,0
sub-28820,0
sub-29286,0
sub-29509,1
sub-0050530,0
sub-0051001,1
sub-0051218,1
sub-29276,0
sub-0050275,0
sub-28676,1
sub-0051331,0
sub-28986,0
sub-29634,1
sub-29661,0
sub-29547,0
sub-28982,0
sub-28791,1
sub-28885,0
sub-0050410,0
sub-30001,1
sub-29104,1
sub-0051179,1
sub-28957,0
sub-28931,0
sub-28680,0
sub-0050961,1
sub-0051018,0
sub-0051300,1
sub-29732,1
sub-0051002,0
sub-29878,1
sub-28795,0
sub-29058,1
sub-0050504,1
sub-0050959,1
sub-29679,1
sub-0051027,1
sub-29185,1
sub-29198,1
sub-0050023,1
sub-0050127,1
sub-28903,1
sub-0050823,0
sub-0050487,1
sub-0050745,0
sub-0050956,1
sub-0050603,0
sub-29584,0
sub-28784,0
sub-0050514,1
sub-0050509,0
sub-0050482,0
sub-0050973,1
sub-29206,1
sub-0050711,1
sub-29113,1
sub-0051205,0
sub-0050407,1
sub-0050970,0
sub-29675,0
sub-0050190,1
sub-0051330,0
sub-29411,0
sub-0050695,0
sub-29544,1
sub-0050507,0
sub-0050995,0
sub-29205,1
sub-29210,1
sub-0050295,0
sub-28752,0
sub-0050189,0
sub-28808,1
sub-0050402,1
sub-0051000,1
sub-29184,1
sub-29284,1
sub-29199,1
sub-0050979,0
sub-29559,0
sub-29876,1
sub-0050964,1
sub-28684,1
sub-29057,0
sub-28685,0
sub-28909,0
sub-0050628,0
sub-0051574,1
sub-29671,0
sub-0051326,1
sub-0050005,1
sub-28799,1
sub-0050300,0
sub-28998,0
sub-28866,0
sub-0050705,0
sub-0050620,1
sub-0051297,1
sub-0050503,0
sub-0051010,1
sub-0051349,1
sub-0050321,1
sub-30010,1
sub-0050977,0
sub-29562,1
sub-29868,0
sub-29874,0
sub-0050700,0
sub-28939,0
sub-0051235,0
sub-0050147,1
sub-0050405,1
sub-0050022,1
sub-28968,0
sub-29201,1
sub-0050310,0
sub-29181,1
sub-0051028,1
sub-29224,1
sub-0050625,0
sub-0050293,0
sub-29408,0
sub-29798,0
sub-29572,0
sub-29668,1
sub-0050990,1
