subject_id,cluster
sub-29400,0
sub-0050027,0
sub-29735,3
sub-0050983,4
sub-29456,0
sub-0051292,1
sub-28873,1
sub-0050525,0
sub-29213,3
sub-0050008,3
sub-29540,3
sub-29553,3
sub-0051214,2
sub-29542,4
sub-0050289,0
sub-28838,3
sub-29477,3
sub-29797,3
sub-28679,1
sub-0050616,4
sub-0050119,4
sub-29064,4
sub-0050013,4
sub-28938,3
sub-0050287,3
sub-29285,4
sub-0050515,4
sub-29500,1
sub-0051015,0
sub-0051351,2
sub-29055,3
sub-0050689,1
sub-28972,3
sub-0050493,2
sub-28937,4
sub-0051007,2
sub-29434,0
sub-28691,4
sub-0050993,3
sub-0051162,1
sub-0050121,2
sub-30026,2
sub-0050187,2
sub-0050250,2
sub-29595,1
sub-0050532,2
sub-29497,0
sub-0050754,2
sub-0051583,0
sub-0050528,2
sub-0051170,4
sub-0050006,2
sub-29628,0
sub-29222,2
sub-28861,1
sub-28871,1
sub-0050152,1
sub-0050994,0
sub-29197,0
sub-0050131,0
sub-29115,1
sub-29677,3
sub-0050319,1
sub-0050324,0
sub-0050708,2
sub-29415,4
sub-28920,0
sub-0050694,2
sub-0051237,1
sub-0050320,1
sub-0051204,0
sub-0050485,0
sub-0050252,0
sub-28690,3
sub-0050025,0
sub-28908,1
sub-28887,4
sub-29515,0
sub-0050623,0
sub-0051241,2
sub-0051033,2
sub-29194,2
sub-29188,1
sub-0050272,2
sub-29389,3
sub-0050621,0
sub-28936,2
sub-0050803,1
sub-29516,2
sub-28935,1
sub-28810,1
sub-29482,3
sub-29561,0
sub-28718,4
sub-28677,1
sub-30021,3
sub-28924,0
sub-0050648,1
sub-29864,2
sub-0051206,0
sub-29344,0
sub-28930,0
sub-29274,1
sub-0050524,4
sub-29657,4
sub-29375,0
sub-29192,2
sub-29479,0
sub-0050696,2
sub-0050606,4
sub-0050124,0
sub-28897,3
sub-30148,0
sub-28789,3
sub-0051003,4
sub-0050987,2
sub-29416,1
sub-29624,0
sub-28962,1
sub-28675,1
sub-29196,3
sub-29212,1
sub-29796,2
sub-0051578,0
sub-28964,4
sub-0050604,0
sub-29105,1
sub-29603,2
sub-0050488,2
sub-0050284,0
sub-0050237,2
sub-0051023,1
sub-0050404,1
sub-0050697,1
sub-29398,1
sub-0051016,3
sub-0051329,4
sub-28869,4
sub-0051225,0
sub-28927,1
sub-28859,1
sub-0050012,2
sub-0050234,2
sub-29187,1
sub-0051208,1
sub-0050276,3
sub-29875,1
sub-0050397,2
sub-29200,0
sub-0050325,4
sub-29202,0
sub-0050497,1
sub-28695,1
sub-0050245,2
sub-0051009,0
sub-0051006,0
sub-0050406,2
sub-0051021,3
sub-0051323,2
sub-29873,1
sub-29060,1
sub-0051577,3
sub-28906,1
sub-0050982,4
sub-0050985,4
sub-29498,0
sub-30018,1
sub-28811,0
sub-0050962,2
sub-0050608,0
sub-29619,4
sub-0050477,1
sub-29221,3
sub-0050654,0
sub-0050149,0
sub-0050184,4
sub-28860,4
sub-29277,0
sub-0050612,1
sub-0050274,2
sub-29106,3
sub-28942,0
sub-0051221,4
sub-29885,1
sub-28952,2
sub-29376,0
sub-0051321,3
sub-0050236,1
sub-0050486,4
sub-0050251,2
sub-0050702,0
sub-0050752,2
sub-28694,2
sub-0051473,3
sub-0050490,4
sub-0050649,0
sub-29289,1
sub-0051177,3
sub-0050969,1
sub-29606,2
sub-29795,2
sub-29179,2
sub-0050989,2
sub-0050494,4
sub-0051236,3
sub-29662,3
sub-28840,1
sub-0050239,3
sub-0050290,0
sub-0050492,0
sub-29659,2
sub-29676,4
sub-29029,0
sub-0050015,3
sub-0051294,3
sub-0050144,0
sub-29731,0
sub-29866,0
sub-28896,2
sub-0050614,0
sub-29522,0
sub-28907,4
sub-0051319,0
sub-0051291,2
sub-0051220,4
sub-29392,1
sub-0050302,0
sub-0050757,4
sub-29107,4
sub-28901,3
sub-28875,4
sub-0051465,0
sub-0050755,1
sub-0051584,2
sub-29502,4
sub-28872,3
sub-29195,1
sub-29053,3
sub-29282,1
sub-0050693,3
sub-28995,4
sub-28987,4
sub-0050626,0
sub-28940,1
sub-28988,3
sub-0050798,0
sub-28688,0
sub-29207,3
sub-0050520,0
sub-0050958,2
sub-0051035,1
sub-29182,2
sub-0050183,0
sub-29678,0
sub-28879,1
sub-0050134,1
sub-29404,1
sub-0050143,4
sub-0050519,2
sub-0050972,4
sub-29629,3
sub-0050243,3
sub-0051024,2
sub-28966,2
sub-28876,3
sub-0050968,0
sub-29883,4
sub-28853,0
sub-28857,3
sub-29290,1
sub-29575,0
sub-0050966,0
sub-29633,4
sub-0051217,2
sub-0050240,3
sub-29191,4
sub-0050315,2
sub-0051215,2
sub-0050642,2
sub-0050016,0
sub-28997,4
sub-0051572,2
sub-29495,3
sub-29178,3
sub-29177,0
sub-0050619,2
sub-0051029,4
sub-0050298,3
sub-30028,0
sub-29112,4
sub-29510,4
sub-0050749,0
sub-0051168,0
sub-29800,3
sub-0050624,3
sub-28686,2
sub-0051224,3
sub-28884,1
sub-29223,1
sub-28899,1
sub-29613,2
sub-28696,2
sub-0050318,4
sub-28926,1
sub-0050188,1
sub-0050613,4
sub-0050499,4
sub-0050182,0
sub-29186,2
sub-30013,1
sub-0050523,0
sub-29867,3
sub-0050501,0
sub-28805,3
sub-29669,1
sub-0051020,3
sub-29041,2
sub-29511,3
sub-0050967,4
sub-0050294,3
sub-0051230,2
sub-0051163,0
sub-29623,3
sub-0050644,2
sub-29730,2
sub-29193,2
sub-29189,3
sub-28967,1
sub-29293,1
sub-0050007,2
sub-29220,1
sub-0051169,4
sub-29665,2
sub-29052,0
sub-29888,2
sub-0051354,2
sub-30017,0
sub-29288,3
sub-0050799,0
sub-29541,3
sub-29506,4
sub-0050957,4
sub-28831,1
sub-0051579,1
sub-28809,3
sub-29430,4
sub-0050255,0
sub-0050491,4
sub-29458,2
sub-28949,2
sub-29008,1
sub-29275,2
sub-0050622,0
sub-29114,4
sub-29116,2
sub-0051222,3
sub-0051322,1
sub-29070,1
sub-0051008,1
sub-28796,0
sub-30156,3
sub-0050132,0
sub-0050233,3
sub-29555,0
sub-29507,1
sub-29046,2
sub-29568,4
sub-29204,4
sub-0050146,0
sub-28820,0
sub-29286,4
sub-29509,1
sub-0050530,0
sub-0051001,2
sub-0051218,2
sub-29276,4
sub-0050275,1
sub-28676,3
sub-0051331,4
sub-28986,2
sub-29634,2
sub-29661,4
sub-29547,4
sub-28982,1
sub-28791,0
sub-28885,4
sub-0050410,4
sub-30001,3
sub-29104,3
sub-0051179,2
sub-28957,0
sub-28931,2
sub-28680,0
sub-0050961,3
sub-0051018,4
sub-0051300,3
sub-29732,0
sub-0051002,2
sub-29878,2
sub-28795,2
sub-29058,3
sub-0050504,3
sub-0050959,1
sub-29679,3
sub-0051027,1
sub-29185,3
sub-29198,3
sub-0050023,3
sub-0050127,2
sub-28903,3
sub-0050823,1
sub-0050487,3
sub-0050745,2
sub-0050956,3
sub-0050603,4
sub-29584,0
sub-28784,0
sub-0050514,2
sub-0050509,4
sub-0050482,2
sub-0050973,3
sub-29206,3
sub-0050711,0
sub-29113,1
sub-0051205,2
sub-0050407,3
sub-0050970,4
sub-29675,4
sub-0050190,3
sub-0051330,4
sub-29411,1
sub-0050695,2
sub-29544,1
sub-0050507,0
sub-0050995,2
sub-29205,0
sub-29210,2
sub-0050295,0
sub-28752,4
sub-0050189,4
sub-28808,3
sub-0050402,0
sub-0051000,0
sub-29184,3
sub-29284,1
sub-29199,1
sub-0050979,2
sub-29559,4
sub-29876,3
sub-0050964,1
sub-28684,1
sub-29057,0
sub-28685,4
sub-28909,0
sub-0050628,0
sub-0051574,3
sub-29671,0
sub-0051326,2
sub-0050005,3
sub-28799,0
sub-0050300,2
sub-28998,0
sub-28866,0
sub-0050705,2
sub-0050620,1
sub-0051297,2
sub-0050503,2
sub-0051010,1
sub-0051349,3
sub-0050321,1
sub-30010,0
sub-0050977,2
sub-29562,3
sub-29868,4
sub-29874,4
sub-0050700,1
sub-28939,4
sub-0051235,1
sub-0050147,2
sub-0050405,0
sub-0050022,1
sub-28968,4
sub-29201,1
sub-0050310,2
sub-29181,1
sub-0051028,0
sub-29224,2
sub-0050625,0
sub-0050293,1
sub-29408,0
sub-29798,0
sub-29572,4
sub-29668,2
sub-0050990,1
