subject_id,cluster
sub-29214,0
sub-28800,0
sub-29543,2
sub-0050014,6
sub-28855,6
sub-29211,0
sub-0050744,5
sub-0050602,5
sub-29027,0
sub-0051014,6
sub-0051302,6
sub-28787,6
sub-28898,7
sub-29872,3
sub-0050988,4
sub-29670,4
sub-0050502,7
sub-29539,4
sub-29031,4
sub-30016,2
sub-29882,4
sub-0050952,0
sub-28905,6
sub-29063,0
sub-0050020,6
sub-0050991,4
sub-0050480,0
sub-0050004,0
sub-28865,2
sub-0050976,7
sub-30011,6
sub-0050824,0
sub-28890,4
sub-0050978,5
sub-0051019,6
sub-0050647,5
sub-0051582,3
sub-0050690,2
sub-0050496,2
sub-0050411,5
sub-0050282,2
sub-0051248,6
sub-29610,0
sub-29385,0
sub-28807,0
sub-0050186,7
sub-28941,1
sub-0051249,6
sub-0051293,0
sub-0051318,0
sub-29400,4
sub-0050027,5
sub-29735,3
sub-0050983,2
sub-29456,4
sub-0051292,1
sub-28873,1
sub-0050525,5
sub-29213,1
sub-0050008,7
sub-29540,6
sub-29553,6
sub-0051214,0
sub-29542,2
sub-0050289,6
sub-28838,3
sub-29477,1
sub-29797,3
sub-28679,0
sub-0050616,2
sub-0050119,7
sub-29064,5
sub-0050013,2
sub-28938,3
sub-0050287,7
sub-29285,4
sub-0050515,2
sub-29500,7
sub-0051015,4
sub-0051351,0
sub-29055,3
sub-0050689,1
sub-28972,6
sub-0050493,0
sub-28937,2
sub-0051007,0
sub-29434,4
sub-28691,4
sub-0050993,1
sub-0051162,5
sub-0050121,6
sub-30026,0
sub-0050187,0
sub-0050250,0
sub-29595,5
sub-0050532,0
sub-29497,3
sub-0050754,4
sub-0051583,7
sub-0050528,0
sub-0051170,5
sub-0050006,0
sub-29628,5
sub-29222,6
sub-28861,1
sub-28871,1
sub-0050152,1
sub-0050994,5
sub-29197,4
sub-0050131,5
sub-29115,7
sub-29677,6
sub-0050319,7
sub-0050324,7
sub-0050708,0
sub-29415,4
sub-28920,4
sub-0050694,0
sub-0051237,1
sub-0050320,5
sub-0051204,5
sub-0050485,4
sub-0050252,5
sub-28690,3
sub-0050025,5
sub-28908,7
sub-28887,7
sub-29515,5
sub-0050623,5
sub-0051241,0
sub-0051033,0
sub-29194,6
sub-29188,1
sub-0050272,7
sub-29389,6
sub-0050621,4
sub-28936,0
sub-0050803,7
sub-29516,0
sub-28935,1
sub-28810,7
sub-29482,7
sub-29561,5
sub-28718,2
sub-28677,7
sub-30021,6
sub-28924,3
sub-0050648,7
sub-29864,6
sub-0051206,4
sub-29344,5
sub-28930,7
sub-29274,7
sub-0050524,7
sub-29657,4
sub-29375,4
sub-29192,0
sub-29479,4
sub-0050696,0
sub-0050606,0
sub-0050124,4
sub-28897,3
sub-30148,5
sub-28789,3
sub-0051003,2
sub-0050987,0
sub-29416,1
sub-29624,6
sub-28962,7
sub-28675,1
sub-29196,6
sub-29212,5
sub-29796,6
sub-0051578,4
sub-28964,2
sub-0050604,3
sub-29105,1
sub-29603,0
sub-0050488,0
sub-0050284,4
sub-0050237,0
sub-0051023,1
sub-0050404,1
sub-0050697,5
sub-29398,5
sub-0051016,7
sub-0051329,2
sub-28869,2
sub-0051225,6
sub-28927,7
sub-28859,7
sub-0050012,6
sub-0050234,0
sub-29187,7
sub-0051208,1
sub-0050276,1
sub-29875,7
sub-0050397,0
sub-29200,5
sub-0050325,5
sub-29202,5
sub-0050497,5
sub-28695,7
sub-0050245,0
sub-0051009,5
sub-0051006,4
sub-0050406,7
sub-0051021,6
sub-0051323,0
sub-29873,7
sub-29060,1
sub-0051577,6
sub-28906,1
sub-0050982,2
sub-0050985,2
sub-29498,0
sub-30018,5
sub-28811,7
sub-0050962,4
sub-0050608,5
sub-29619,4
sub-0050477,7
sub-29221,6
sub-0050654,4
sub-0050149,4
sub-0050184,2
sub-28860,2
sub-29277,4
sub-0050612,1
sub-0050274,6
sub-29106,6
sub-28942,3
sub-0051221,4
sub-29885,7
sub-28952,0
sub-29376,5
sub-0051321,6
sub-0050236,7
sub-0050486,2
sub-0050251,6
sub-0050702,4
sub-0050752,0
sub-28694,0
sub-0051473,6
sub-0050490,2
sub-0050649,5
sub-29289,7
sub-0051177,1
sub-0050969,7
sub-29606,6
sub-29795,6
sub-29179,6
sub-0050989,0
sub-0050494,5
sub-0051236,3
sub-29662,3
sub-28840,1
sub-0050239,3
sub-0050290,5
sub-0050492,3
sub-29659,0
sub-29676,0
sub-29029,7
sub-0050015,3
sub-0051294,6
sub-0050144,4
sub-29731,4
sub-29866,4
sub-28896,4
sub-0050614,4
sub-29522,4
sub-28907,2
sub-0051319,5
sub-0051291,0
sub-0051220,0
sub-29392,7
sub-0050302,5
sub-0050757,2
sub-29107,2
sub-28901,3
sub-28875,2
sub-0051465,4
sub-0050755,7
sub-0051584,6
sub-29502,2
sub-28872,1
sub-29195,7
sub-29053,6
sub-29282,7
sub-0050693,3
sub-28995,4
sub-28987,0
sub-0050626,5
sub-28940,7
sub-28988,1
sub-0050798,4
sub-28688,7
sub-29207,3
sub-0050520,6
sub-0050958,4
sub-0051035,5
sub-29182,0
sub-0050183,3
sub-29678,5
sub-28879,7
sub-0050134,1
sub-29404,1
sub-0050143,2
sub-0050519,0
sub-0050972,2
sub-29629,3
sub-0050243,3
sub-0051024,0
sub-28966,0
sub-28876,3
sub-0050968,5
sub-29883,2
sub-28853,4
sub-28857,6
sub-29290,7
sub-29575,5
sub-0050966,4
sub-29633,2
sub-0051217,6
sub-0050240,3
sub-29191,0
sub-0050315,6
sub-0051215,0
sub-0050642,7
sub-0050016,7
sub-28997,4
sub-0051572,0
sub-29495,6
sub-29178,6
sub-29177,3
sub-0050619,0
sub-0051029,2
sub-0050298,3
sub-30028,4
sub-29112,2
sub-29510,5
sub-0050749,5
sub-0051168,5
sub-29800,6
sub-0050624,3
sub-28686,0
sub-0051224,3
sub-28884,1
sub-29223,7
sub-28899,7
sub-29613,6
sub-28696,0
sub-0050318,2
sub-28926,1
sub-0050188,1
sub-0050613,2
sub-0050499,2
sub-0050182,4
sub-29186,6
sub-30013,1
sub-0050523,5
sub-29867,6
sub-0050501,4
sub-28805,3
sub-29669,5
sub-0051020,6
sub-29041,6
sub-29511,3
sub-0050967,2
sub-0050294,6
sub-0051230,0
sub-0051163,5
sub-29623,1
sub-0050644,0
sub-29730,6
sub-29193,6
sub-29189,6
sub-28967,1
sub-29293,1
sub-0050007,0
sub-29220,7
sub-0051169,2
sub-29665,0
sub-29052,4
sub-29888,0
sub-0051354,0
sub-30017,5
sub-29288,6
sub-0050799,6
sub-29541,3
sub-29506,2
sub-0050957,4
sub-28831,0
sub-0051579,5
sub-28809,3
sub-29430,2
sub-0050255,4
sub-0050491,4
sub-29458,6
sub-28949,6
sub-29008,7
sub-29275,4
sub-0050622,5
sub-29114,2
sub-29116,6
sub-0051222,3
sub-0051322,7
sub-29070,1
sub-0051008,1
sub-28796,5
sub-30156,1
sub-0050132,4
sub-0050233,3
sub-29555,3
sub-29507,7
sub-29046,0
sub-29568,4
sub-29204,2
sub-0050146,7
sub-28820,4
sub-29286,2
sub-29509,1
sub-0050530,5
sub-0051001,6
sub-0051218,6
sub-29276,2
sub-0050275,7
sub-28676,3
sub-0051331,2
sub-28986,0
sub-29634,7
sub-29661,2
sub-29547,4
sub-28982,7
sub-28791,7
sub-28885,4
sub-0050410,2
sub-30001,3
sub-29104,3
sub-0051179,7
sub-28957,5
sub-28931,4
sub-28680,5
sub-0050961,6
sub-0051018,7
sub-0051300,6
sub-29732,4
sub-0051002,4
sub-29878,0
sub-28795,0
sub-29058,3
sub-0050504,6
sub-0050959,1
sub-29679,1
sub-0051027,5
sub-29185,6
sub-29198,1
sub-0050023,3
sub-0050127,6
sub-28903,3
sub-0050823,7
sub-0050487,6
sub-0050745,0
sub-0050956,3
sub-0050603,2
sub-29584,4
sub-28784,4
sub-0050514,6
sub-0050509,2
sub-0050482,0
sub-0050973,3
sub-29206,6
sub-0050711,5
sub-29113,5
sub-0051205,0
sub-0050407,6
sub-0050970,2
sub-29675,2
sub-0050190,6
sub-0051330,5
sub-29411,7
sub-0050695,0
sub-29544,1
sub-0050507,5
sub-0050995,0
sub-29205,3
sub-29210,0
sub-0050295,4
sub-28752,2
sub-0050189,2
sub-28808,3
sub-0050402,5
sub-0051000,5
sub-29184,6
sub-29284,7
sub-29199,7
sub-0050979,6
sub-29559,2
sub-29876,3
sub-0050964,1
sub-28684,1
sub-29057,4
sub-28685,7
sub-28909,5
sub-0050628,4
sub-0051574,6
sub-29671,5
sub-0051326,0
sub-0050005,3
sub-28799,5
sub-0050300,0
sub-28998,5
sub-28866,5
sub-0050705,0
sub-0050620,1
sub-0051297,0
sub-0050503,0
sub-0051010,7
sub-0051349,6
sub-0050321,7
sub-30010,5
sub-0050977,0
sub-29562,3
sub-29868,4
sub-29874,2
sub-0050700,7
sub-28939,2
sub-0051235,0
sub-0050147,6
sub-0050405,5
sub-0050022,1
sub-28968,2
sub-29201,7
sub-0050310,0
sub-29181,1
sub-0051028,7
sub-29224,7
sub-0050625,5
sub-0050293,5
sub-29408,4
sub-29798,5
sub-29572,7
sub-29668,6
sub-0050990,1
