subject_id,cluster
sub-0050006,6
sub-29628,1
sub-29222,0
sub-28861,2
sub-28871,2
sub-0050152,4
sub-0050994,1
sub-29197,0
sub-0050131,1
sub-29115,2
sub-29677,0
sub-0050319,2
sub-0050324,1
sub-0050708,6
sub-29415,5
sub-28920,5
sub-0050694,6
sub-0051237,4
sub-0050320,2
sub-0051204,1
sub-0050485,5
sub-0050252,1
sub-28690,4
sub-0050025,1
sub-28908,2
sub-28887,2
sub-29515,1
sub-0050623,1
sub-0051241,6
sub-0051033,5
sub-29194,0
sub-29188,4
sub-0050272,0
sub-29389,4
sub-0050621,5
sub-28936,6
sub-0050803,2
sub-29516,6
sub-28935,4
sub-28810,2
sub-29482,0
sub-29561,1
sub-28718,3
sub-28677,2
sub-30021,0
sub-28924,0
sub-0050648,2
sub-29864,0
sub-0051206,5
sub-29344,1
sub-28930,5
sub-29274,2
sub-0050524,3
sub-29657,5
sub-29375,5
sub-29192,6
sub-29479,5
sub-0050696,6
sub-0050606,5
sub-0050124,0
sub-28897,4
sub-30148,1
sub-28789,4
sub-0051003,3
sub-0050987,6
sub-29416,4
sub-29624,0
sub-28962,2
sub-28675,4
sub-29196,4
sub-29212,1
sub-29796,6
sub-0051578,0
sub-28964,5
sub-0050604,0
sub-29105,4
sub-29603,6
sub-0050488,6
sub-0050284,5
sub-0050237,6
sub-0051023,2
sub-0050404,2
sub-0050697,2
sub-29398,1
sub-0051016,0
sub-0051329,3
sub-28869,3
sub-0051225,0
sub-28927,2
sub-28859,2
sub-0050012,0
sub-0050234,6
sub-29187,2
sub-0051208,2
sub-0050276,4
sub-29875,2
sub-0050397,6
sub-29200,1
sub-0050325,1
sub-29202,1
sub-0050497,1
sub-28695,2
sub-0050245,5
sub-0051009,1
sub-0051006,5
sub-0050406,5
sub-0051021,0
sub-0051323,6
sub-29873,2
sub-29060,2
sub-0051577,0
sub-28906,2
sub-0050982,3
sub-0050985,3
sub-29498,6
sub-30018,1
sub-28811,2
sub-0050962,5
sub-0050608,1
sub-29619,5
sub-0050477,2
sub-29221,0
sub-0050654,0
sub-0050149,5
sub-0050184,5
sub-28860,3
sub-29277,5
sub-0050612,4
sub-0050274,6
sub-29106,0
sub-28942,0
sub-0051221,5
sub-29885,2
sub-28952,6
sub-29376,1
sub-0051321,0
sub-0050236,2
sub-0050486,3
sub-0050251,0
sub-0050702,5
sub-0050752,6
sub-28694,6
sub-0051473,0
sub-0050490,3
sub-0050649,1
sub-29289,2
sub-0051177,4
sub-0050969,2
sub-29606,6
sub-29795,6
sub-29179,0
sub-0050989,6
sub-0050494,1
sub-0051236,1
sub-29662,0
sub-28840,2
sub-0050239,0
sub-0050290,1
sub-0050492,1
sub-29659,6
sub-29676,3
sub-29029,2
sub-0050015,0
sub-0051294,4
sub-0050144,5
sub-29731,5
sub-29866,5
sub-28896,5
sub-0050614,5
sub-29522,0
sub-28907,3
sub-0051319,1
sub-0051291,6
sub-0051220,3
sub-29392,2
sub-0050302,1
sub-0050757,3
sub-29107,3
sub-28901,0
sub-28875,3
sub-0051465,5
sub-0050755,2
sub-0051584,6
sub-29502,3
sub-28872,4
sub-29195,2
sub-29053,0
sub-29282,2
sub-0050693,4
sub-28995,5
sub-28987,5
sub-0050626,1
sub-28940,2
sub-28988,4
sub-0050798,5
sub-28688,2
sub-29207,0
sub-0050520,0
sub-0050958,5
sub-0051035,3
sub-29182,6
sub-0050183,0
sub-29678,1
sub-28879,2
sub-0050134,4
sub-29404,2
sub-0050143,3
sub-0050519,6
sub-0050972,3
sub-29629,0
sub-0050243,4
sub-0051024,6
sub-28966,6
sub-28876,0
sub-0050968,5
sub-29883,3
sub-28853,5
sub-28857,4
sub-29290,2
sub-29575,1
sub-0050966,0
sub-29633,3
sub-0051217,6
sub-0050240,0
sub-29191,6
sub-0050315,6
sub-0051215,6
sub-0050642,6
sub-0050016,1
sub-28997,5
sub-0051572,6
sub-29495,0
sub-29178,0
sub-29177,0
sub-0050619,6
sub-0051029,3
sub-0050298,4
sub-30028,5
sub-29112,5
sub-29510,1
sub-0050749,1
sub-0051168,1
sub-29800,4
sub-0050624,0
sub-28686,6
sub-0051224,4
sub-28884,2
sub-29223,2
sub-28899,2
sub-29613,0
sub-28696,6
sub-0050318,3
sub-28926,2
sub-0050188,2
sub-0050613,3
sub-0050499,5
sub-0050182,5
sub-29186,6
sub-30013,2
sub-0050523,1
sub-29867,0
sub-0050501,5
sub-28805,4
sub-29669,1
sub-0051020,0
sub-29041,6
sub-29511,0
sub-0050967,5
sub-0050294,0
sub-0051230,6
sub-0051163,1
sub-29623,4
sub-0050644,6
sub-29730,6
sub-29193,0
sub-29189,0
sub-28967,2
sub-29293,4
sub-0050007,6
sub-29220,6
sub-0051169,3
sub-29665,6
sub-29052,0
sub-29888,6
sub-0051354,6
sub-30017,1
sub-29288,0
sub-0050799,0
sub-29541,4
sub-29506,3
sub-0050957,5
sub-28831,6
sub-0051579,1
sub-28809,0
sub-29430,3
sub-0050255,0
sub-0050491,5
sub-29458,6
sub-28949,0
sub-29008,2
sub-29275,5
sub-0050622,1
sub-29114,3
sub-29116,6
sub-0051222,4
sub-0051322,2
sub-29070,2
sub-0051008,2
sub-28796,1
sub-30156,4
sub-0050132,5
sub-0050233,0
sub-29555,1
sub-29507,2
sub-29046,6
sub-29568,5
sub-29204,5
sub-0050146,5
sub-28820,5
sub-29286,3
sub-29509,2
sub-0050530,1
sub-0051001,6
sub-0051218,6
sub-29276,5
sub-0050275,2
sub-28676,0
sub-0051331,3
sub-28986,6
sub-29634,0
sub-29661,5
sub-29547,5
sub-28982,2
sub-28791,0
sub-28885,5
sub-0050410,3
sub-30001,4
sub-29104,4
sub-0051179,2
sub-28957,1
sub-28931,5
sub-28680,1
sub-0050961,4
sub-0051018,5
sub-0051300,0
sub-29732,0
sub-0051002,5
sub-29878,6
sub-28795,6
sub-29058,4
sub-0050504,0
sub-0050959,2
sub-29679,4
sub-0051027,1
sub-29185,4
sub-29198,4
sub-0050023,4
sub-0050127,6
sub-28903,0
sub-0050823,2
sub-0050487,4
sub-0050745,6
sub-0050956,4
sub-0050603,3
sub-29584,5
sub-28784,5
sub-0050514,6
sub-0050509,3
sub-0050482,6
sub-0050973,4
sub-29206,4
sub-0050711,1
sub-29113,1
sub-0051205,6
sub-0050407,0
sub-0050970,5
sub-29675,3
sub-0050190,4
sub-0051330,1
sub-29411,2
sub-0050695,6
sub-29544,4
sub-0050507,1
sub-0050995,6
sub-29205,0
sub-29210,6
sub-0050295,5
sub-28752,3
sub-0050189,3
sub-28808,0
sub-0050402,1
sub-0051000,1
sub-29184,0
sub-29284,0
sub-29199,2
sub-0050979,6
sub-29559,3
sub-29876,0
sub-0050964,6
sub-28684,2
sub-29057,0
sub-28685,2
sub-28909,1
sub-0050628,5
sub-0051574,0
sub-29671,1
sub-0051326,6
sub-0050005,4
sub-28799,1
sub-0050300,6
sub-28998,1
sub-28866,1
sub-0050705,6
sub-0050620,1
sub-0051297,6
sub-0050503,6
sub-0051010,2
sub-0051349,4
sub-0050321,2
sub-30010,1
sub-0050977,6
sub-29562,4
sub-29868,5
sub-29874,3
sub-0050700,2
sub-28939,3
sub-0051235,6
sub-0050147,6
sub-0050405,1
sub-0050022,2
sub-28968,3
sub-29201,2
sub-0050310,6
sub-29181,4
sub-0051028,0
sub-29224,6
sub-0050625,1
sub-0050293,1
sub-29408,5
sub-29798,1
sub-29572,5
sub-29668,6
sub-0050990,2
